Procedure,Pose,ELE,VDW,INT,GAS,PBSUR/GBSUR,PBCAL/GB,PBSOL/GBSOL,PBELE/GBELE,PBTOT/GBTOT
GB7,pose001,0.00,-60.15,0.01,-60.14,-5.60,29.38,23.78,29.38,-36.36
GB7,pose002,0.00,-62.47,0.02,-62.46,-5.52,26.96,21.44,26.96,-41.02
GB7,pose003,0.00,-60.50,0.02,-60.48,-5.68,28.69,23.01,28.69,-37.47
GB7,pose004,0.00,-62.57,0.01,-62.56,-5.41,26.05,20.64,26.05,-41.92
GB7,pose005,0.00,-64.83,0.01,-64.81,-5.47,30.44,24.97,30.44,-39.85
GB7,pose006,0.00,-52.89,0.01,-52.87,-4.83,28.16,23.33,28.16,-29.55
GB7,pose007,0.00,-67.08,0.02,-67.07,-5.66,21.25,15.59,21.25,-51.48
GB7,pose008,0.00,-60.82,0.02,-60.81,-5.38,24.79,19.41,24.79,-41.40
GB7,pose009,0.00,-60.21,0.01,-60.19,-5.30,20.95,15.66,20.95,-44.54
GB7,pose010,0.00,-54.86,0.01,-54.85,-4.35,22.82,18.47,22.82,-36.38
GB8,pose001,0.00,-60.15,0.01,-60.14,-5.60,35.40,29.80,35.40,-30.34
GB8,pose002,0.00,-62.47,0.02,-62.46,-5.52,33.26,27.74,33.26,-34.71
GB8,pose003,0.00,-60.50,0.02,-60.48,-5.68,36.90,31.22,36.90,-29.26
GB8,pose004,0.00,-62.57,0.01,-62.56,-5.41,29.93,24.52,29.93,-38.04
GB8,pose005,0.00,-64.83,0.01,-64.81,-5.47,41.46,35.99,41.46,-28.83
GB8,pose006,0.00,-52.89,0.01,-52.87,-4.83,33.40,28.56,33.40,-24.31
GB8,pose007,0.00,-67.08,0.02,-67.07,-5.66,24.89,19.23,24.89,-47.84
GB8,pose008,0.00,-60.82,0.02,-60.81,-5.38,28.33,22.96,28.33,-37.85
GB8,pose009,0.00,-60.21,0.01,-60.19,-5.30,24.98,19.68,24.98,-40.51
GB8,pose010,0.00,-54.86,0.01,-54.85,-4.35,24.98,20.63,24.98,-34.21
